AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Michael Sweet, Mark Bulling, Jane E. Williamson",2016,New disease outbreak affects two dominant sea urchin species associated   with Australian temperate reefs,MARINE ECOLOGY PROGRESS SERIES,171-183,171-183,10.3354/meps11750,"Diseases of sea urchins have been implicated in dramatic transitions of   marine ecosystems. Although no definitive causal agent has been found   for many of these outbreaks, most are hypothesised to be waterborne and   bacterial. Here we show the first report of a novel disease affecting at   least 2 species of urchins off the south-eastern coast of Australia. The   aetiological agent, identified via a range of molecular techniques,   immuno-histology and inoculation experiments, was found to be the   opportunistic pathogen Vibrio anguillarum. The disease appears to be   temperature-dependent, with a faster transmission rate and increase in   prevalence during experimental trials conducted at higher temperatures.   Furthermore, analysis of long-term field data suggests that it may have   already reached epidemic proportions. With the increases in ocean   temperatures brought about by climate change, this novel urchin disease   may pose a severe problem for the organisms associated with the   temperate reefs off Australia and/or the ecosystem as a whole.",1658,NO,RO,,,
"M. A. Anthony, S. D. Frey, K. A. Stinson",2017,"Fungal community homogenization, shift in dominant trophic guild, and   appearance of novel taxa with biotic invasion",ECOSPHERE,NA,NA,10.1002/ecs2.1951,"Invasion by non-native plants may fundamentally restructure the soil   fungal community. The invasive plant, Alliaria petiolata, produces   secondary compounds suppressive to mycorrhizal fungi and may therefore   be expected to have generally negative effects on other components of   the fungal community. Here, we compared fungal biomass, diversity,   community composition, and the relative abundance of fungal trophic   guilds, along with edaphic properties of soils collected from uninvaded   and invaded plots across six temperate forests. Invaded plots were   differentiated from uninvaded plots by lower variation in fungal   community composition (beta diversity) and soil properties, higher   fungal richness and community evenness (alpha diversity), and a suite of   novel saprotrophic and pathotrophic fungi that were consistently present   across the invaded landscape and absent from uninvaded forest patches.   Invaded plots also had lower ectomycorrhizal but higher saprotrophic and   pathotrophic relative abundance, despite there being no difference in   fungal biomass between invasion statuses. We hypothesize that shifts in   the fungal community with invasion may directly impact plant disease   response, soil nutrient cycling processes, and plant performance of the   invasive and native plant communities.",1659,MAYBE,RO,no,data on PP but not on ecosystem processes affected by PP,presence/absence of PP
"Sharon E. Zytynska, Sebastian T. Meyer, Sarah Sturm, Wiebke Ullmann, Mohsen Mehrparvar, Wolfgang W. Weisser",2016,Secondary bacterial symbiont community in aphids responds to plant   diversity,OECOLOGIA,735-747,735-747,10.1007/s00442-015-3488-y,"Biodiversity is important for ecosystem functioning and biotic   interactions. In experimental grasslands, increasing plant species   richness is known to increase the diversity of associated herbivores and   their predators. If these interactions can also involve endosymbionts   that reside within a plant or animal host is currently unknown. In   plant-feeding aphids, secondary bacterial symbionts can have strong   fitness effects on the host, e.g. resistance to natural enemies or   fungal pathogens. We examined the secondary symbiont community in three   species of aphid, each feeding on a unique host plant across   experimental plots that varied in plant species richness. Aphids were   collected in May and June, and the symbiont community identified using   species-specific PCR assays. Aphis fabae aphids were found to host six   different symbiont species with individual aphids co-hosting up to four   symbionts. Uroleucon jaceae and Macrosiphum rosae hosted two and three   symbiont species, respectively. We found that, at the aphid population   level, increasing plant species richness increased the diversity of the   aphid symbiont community, whereas at the individual aphid level, the   opposite was found. These effects are potentially driven by varying   selective pressures across different plant communities of varying   diversities, mediated by defensive protection responses and a changing   cost-benefit trade-off to the aphid for hosting multiple secondary   symbionts. Our work extends documented effects of plant diversity beyond   visible biotic interactions to changes in endosymbiont communities, with   potentially far-reaching consequences to related ecosystem processes.",1660,NO,RO,,,
"Peter T. Wolter, Philip A. Townsend, Brian R. Sturtevant, Clayton C. Kingdon",2008,Remote sensing of the distribution and abundance of host species for   spruce budworm in Northern Minnesota and Ontario,REMOTE SENSING OF ENVIRONMENT,3971-3982,3971-3982,10.1016/j.rse.2008.07.005,"Insects and disease affect large areas of forest in the U.S. and Canada.   Understanding ecosystem impacts of such disturbances requires knowledge   of host species distribution patterns on the landscape. In this study,   we mapped the distribution and abundance of host species for the spruce   budworm (Choristoneura fumiferana) to facilitate landscape scale   planning and modeling of outbreak dynamics. We used multitemporal,   multi-seasonal Landsat data and 128 ground truth plots (and 120   additional validation plots) to map basal area (BA), for 6.4 million   hectares of forest in northern Minnesota and neighboring Ontario.   Partial least-squares (PLS) regression was used to determine   relationships between ground data and Landsat sensor data. Subsequently,   BA was mapped for all forests, as well as for two specific host tree   genera (Picea and Abies). These PLS regression analyses yielded   estimates for overall forest BA with an R-2 of 0.62 and RMSE of 4.67   m(2) ha(-1) (20\% of measured BA), white spruce relative BA with an R-2   of 0.88 (RMSE = 12.57 m(2) ha-(1) [20\% of measured]), and balsam fir   relative BA with an R-2 of 0.64 (RMSE=6.08 m(2) ha-(1) [33\% of   measured]). We also used this method to estimate the relative BA of   deciduous and coniferous species, each with R-2 values of 0.86 and RMSE   values of 9.89 m(2) ha(-1) (23\% of measured) and 9.78 m(2) ha-1 (16\%   of measured), respectively. Of note, winter imagery (with snow cover)   and shortwave infrared-based indices - especially the shortwave   infrared/visible ratio - strengthened the models we developed. Because   ground measurements were made largely in forest stands containing spruce   and fir, modeled results are not applicable to stands dominated by   non-target conifers such as pines and cedar. PLS regression has proven   to be an effective modeling tool for regional characterization of forest   structure within spatially heterogeneous forests using multi-temporal   Landsat sensor data. (c) 2008 Elsevier Inc. All rights reserved.",1661,NO,RO,,,
"Courtney Clayson, Ignacio Garcia-Ruiz, Mihai Costea",2014,"Diversity, evolution, and function of stomata bearing structures in   Cuscuta (dodders, Convolvulaceae): From extrafloral nectar secretion to   transpiration in arid conditions",PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,310-321,310-321,10.1016/j.ppees.2014.08.004,"Cuscuta includes ca. 200 species of functionally holoparasitic plants   grouped in four subgenera: Monogynella, Cuscuta, Pachystigrna, and   Grammica. Multicellular structures with stomata in Cuscuta are   represented by extrafloral nectaries (ENS), reported from the stems of   one Monogynella species, and stomatiferous protuberances (SPs), which   are non-secretory. These latter structures had been noted on the stems   of three Grammica species more than a century ago but entirely forgotten   until recently when similar, non-secretory SPs were reported on the   flowers of several new Grammica species. Here we study for the first   time: (1) the extent of occurrence, diversity and evolution of secretory   (ENs) and non-secretory (SPs) multicellular structures in Cuscuta, and   (2) the function of SPs. We undertook a character evolution study of ENs   and SPs on the stems and flowers of 136 Cuscuta taxa, and examined the   structure/ultrastructure of SPs. ENs are inferred as primitive and   characterize subg. Monogynella. SPs are derived in the remaining   subgenera; they are ubiquitous on the flowers of Cuscuta and   Pachystigma, but absent on their stems. Subgenus Grammica species   develop two functional types of stems during their life cycle:   vegetative, exploratory stems with very low stomata! densities (and no   SPs), and reproductive, haustorial stems with numerous SPs. Moreover, 24   species from nine clades of subg. Grammica have evolved morphologically   diverse floral SPs with systematic significance. To preliminarily   ascertain SP function, we determined in the field the water uptake of   Tithonia tubiformis plants parasitized or not by Cuscuta costaricensis,   a species with both stem and floral SPs, and the stomatal conductance of   dodder stems and flowers, as well as host leaves. Water uptake of   parasitized hosts was significantly higher compared to non-parasitized   plants, even after host leaves were removed, both during the day and   night. The increased water uptake of parasitized hosts and stomatal   conductance values suggest a transpiration role for the SPs, which is   also confirmed by their lacunar structure. Grammica species with floral   SPs grow in arid areas or characterized by a pronounced dry season   during flowering/fruiting, which suggests that SPs may have evolved to   stimulate the host water uptake during these phenophases. (C) 2014   Geobotanisches Institut ETH, Stiftung Ruebel. Published by Elsevier   GmbH. All rights reserved.",1662,NO,RO,,,
Krystal L. Rypien,2008,"African dust is an unlikely source of Aspergillus sydowii, the causative   agent of sea fan disease",MARINE ECOLOGY PROGRESS SERIES,125-131,125-131,10.3354/meps07600,"Infection of sea fans by the fungal pathogen Aspergillus sydowii is one   of the most widespread coral diseases in the Caribbean. The source of   this normally terrestrial fungus in marine ecosystems is perplexing, but   of interest to coral conservationists, since tracking sources of   pathogens provides one of the few avenues to limit pathogen spread.   Hypothesized inputs of A. sydowii include terrestrial deposits, marine   sources, and African dust. Windborne dust from Africa amounts to nearly   1 x 10(9) t yr(-1), much of which is deposited over the Caribbean   region. Several studies have examined the microbiota of African dust and   detected the presence of Aspergillus spp., although identifications were   only to the genus level. I used specific culture conditions to determine   whether this coral pathogen is present in 4 samples of airborne dust   from the Caribbean and Africa, and 3 sediment samples from Africa and   the Cape Verde Islands (eastern Atlantic). A diversity of fungi were   found, including 7 species of Aspergillus and related taxa. However,   none of the samples contained A. sydowii. The lack of A. sydowii in   airborne dust and sediment samples suggests that African dust is an   unlikely source of the marine pathogen A. sydowii. Given the high   richness of fungi observed, even under selective growth conditions,   identification of potential pathogens to the species level is critical.",1663,NO,RO,,,
"Noreen Kelly, Anna Metaxas",2010,Understanding population dynamics of a numerically dominant species at   hydrothermal vents: a matrix modeling approach,MARINE ECOLOGY PROGRESS SERIES,113-128,113-128,10.3354/meps08442,"Using a stage-based matrix model, we explored the population dynamics   and life-history traits of the numerically dominant deep-sea limpet   Lepetodrilus fucensis at hydrothermal vents on the Juan de Fuca Ridge,   northeast Pacific, to determine the potential mechanisms for the success   of this species in an ephemeral and variable ecosystem. The life-history   traits of L. fucensis differed from those generally expected for species   in fluctuating and unpredictable habitats, in that variation in survival   of recruits had the largest effect on population growth, while   perturbations in adult survival or fecundity had little influence.   However, rapid individual growth rates were also necessary to achieve   long-term population growth. The modeled stable stage distribution   adequately represented the dynamics of settler and recruit stages, but   did not match those of adult stages, in populations sampled from 3   different sites. This suggests that factors not accounted for within the   model, such as changing individual behaviour across life stages in   response to environmental stimuli, may be important in shaping the   structure of L. fucensis populations in different microhabitats. In   numerical experiments, density-dependent survival and growth of settlers   resulted in fluctuations in population growth rate and suppressed total   population size over time, Reproductive failure clue to parasitic   infection decreased local recruitment, but did not result in population   extinction. Faster growth rates allowed for population persistence under   greater levels of chronic disturbance. Recovery time after a   catastrophic disturbance fit within the time frames observed for   eruptions in nature. Overall, our analyses emphasize the possible   variation in life-history tactics exhibited by organisms in extreme and   variable habitats, and demonstrate the high potential of models,   originally developed for use in other ecosystems, to accelerate research   in deep-sea communities.",1664,NO,RO,,,
"N. Mouquet, T. Daufresne, S. M. Gray, T. E. Miller",2008,Modelling the relationship between a pitcher plant (Sarracenia purpurea)   and its phytotelma community: mutualism or parasitism?,FUNCTIONAL ECOLOGY,728-737,728-737,10.1111/j.1365-2435.2008.01421.x,"1. To improve our understanding of the relationship between the pitcher   plant (Sarracenia purpurea) and the phytotelma community inhabiting its   leaves we built an exploratory, mechanistic model based on stochiometric   constraints on carbon and nitrogen associated with prey decomposition.   2. Our theoretical results suggest that the phytotelma community is   acting as a mineralizing system producing nitrogen for the plant. This   is confirmed by data collected in the field and in the literature, that   show the amount of nitrogen produced by the decomposition of prey is   sufficiently high to be considered as a major source of nitrogen for the   plant.   3. In our model, nitrogen yield is higher if the phytotelma community is   restricted to bacteria alone than when the full food web is present.   Nitrogen availability is negatively affected by bacterivores (rotifers   and protozoa mostly) and positively affected by a cascading effect of   mosquito larvae.   4. When sedimentation rate is high, mosquitoes have a global positive   effect on nitrogen production because they indirectly reduce the amount   of nitrogen lost through sedimentation more than they export nitrogen   through pupation. On the other hand, when sedimentation rate is low   there is a hump-shaped relationship between the uptake rate of   bacterivores by mosquito larvae and the nitrogen yield in the plant.   5. We conclude that plant-bacteria and plant-mosquito interactions are   predominantly mutualistic, whereas plant-bacterivore interactions are   predominantly parasitic. Our work also illustrates how ecosystem   properties (here nitrogen production by the phytotelma community) can be   understood as a function of trophic complexity and can be seen as a   product of selection at the scale of a community.",1665,NO,RO,,,
"Aleix Ferrer, Hung Nguyen-Viet, Jakob Zinsstag",2012,Quantification of Diarrhea Risk Related to Wastewater Contact in   Thailand,ECOHEALTH,49-59,49-59,10.1007/s10393-012-0746-x,"Wastewater reuse contributes to closing the nutrient recycling loop as a   sustainable way of managing water resources. Bangkok has over a thousand   man-made drainage and irrigation canals for such purposes. Its use for   agricultural and recreational purposes has a long tradition in rural and   peri-urban areas. However, the continuation of these practices is   increasingly questioned since potential health risks are an issue if   such practices are not appropriately managed. The microbial and chemical   quality of canal water has considerably deteriorated over the last   decade, mainly because of discharged, untreated domestic and industrial   wastewater. It is important to understand the health risks of wastewater   reuse and identify risky behaviors from the most highly exposed actors   promote the safe use of wastewater. This study assessed diarrhea   infection risks caused by the use of and contact with wastewater in   Klong Luang municipality, a peri-urban setting in Northern Bangkok,   using quantitative microbial risk assessment. Wastewater samples were   collected from canals, sewers at household level, and vegetables grown   in the canals for consumption. Samples were also collected from   irrigation water from the agricultural fields. Two protozoa, Giardia   lamblia and Entamoeba histolytica, were quantified and analyzed by   real-time PCR, exposure assessment was conducted, and finally, the risk   of infection due to contact with wastewater in different scenarios was   calculated. The results showed that canal water and vegetables were   heavily contaminated with G. lamblia and E. histolytica. Infection risk   was high in tested scenarios and largely exceeded the acceptable risk   given by WHO guidelines.",1666,NO,RO,,,
"David J. Civitello, Philip Forys, Adam P. Johnson, Spencer R. Hall",2012,Chronic contamination decreases disease spread: a Daphnia-fungus-copper   case study,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,3146-3153,3146-3153,10.1098/rspb.2012.0684,"Chemical contamination and disease outbreaks have increased in many   ecosystems. However, connecting pollution to disease spread remains   difficult, in part, because contaminants can simultaneously exert direct   and multi-generational effects on several host and parasite traits. To   address these challenges, we parametrized a model using a   zooplankton-fungus-copper system. In individual-level assays, we   considered three sublethal contamination scenarios: no contamination,   single-generation contamination (hosts and parasites exposed only during   the assays) and multi-generational contamination (hosts and parasites   exposed for several generations prior to and during the assays).   Contamination boosted transmission by increasing contact of hosts with   parasites. However, it diminished parasite reproduction by reducing the   size and life-span of infected hosts. Multi-generational contamination   further reduced parasite reproduction. The parametrized model predicted   that a single generation of contamination would enhance disease spread   (via enhanced transmission), whereas multi-generational contamination   would inhibit epidemics relative to unpolluted conditions (through   greatly depressed parasite reproduction). In a population-level   experiment, multi-generational contamination reduced the size of   experimental epidemics but did not affect Daphnia populations without   disease. This result highlights the importance of multi-generational   effects for disease dynamics. Such integration of models with   experiments can provide predictive power for disease problems in   contaminated environments.",1667,NO,RO,,,
"Randall J. Bendis, Rick A. Relyea",2016,Wetland defense: naturally occurring pesticide resistance in zooplankton   populations protects the stability of aquatic communities,OECOLOGIA,487-498,487-498,10.1007/s00442-016-3574-9,"Anthropogenic stressors are ubiquitous and have been implicated in   worldwide declines of terrestrial and aquatic species. Pesticides are   one such stressor that can have profound effects on aquatic communities   by directly affecting sensitive species and indirectly affecting other   species via trophic cascades, which can alter ecosystem function.   However, there is growing evidence that non-target species can evolve   increased resistance. When such species are important drivers of the   food web, then evolved resistance should help buffer communities from   the effects of pesticides. To examine this possibility, we cultured four   populations of the common zooplankton Daphnia pulex that we previously   demonstrated were either sensitive or resistant to a common insecticide   (i.e., chlorpyrifos) due to their proximity to agriculture. Using   outdoor mesocosms that contained identical aquatic communities of   phytoplankton, periphyton, and leopard frog tadpoles (Lithobates   pipiens), we manipulated four D. pulex populations and four insecticide   concentrations. As we monitored the communities for nearly 3 months, we   found that the insecticide caused direct mortality of D. pulex in   communities containing sensitive populations, and this led to a bloom of   phytoplankton. In contrast, the insecticide caused much less direct   mortality in communities containing resistant D. pulex populations, and   the trophic cascade was prevented under low to moderate insecticide   concentrations. Across all insecticide treatments, survivorship of   leopard frogs was approximately 72 \% in communities with resistant D.   pulex but only 35 \% in communities with sensitive D. pulex. To our   knowledge, this is one of the first studies to use naturally occurring   population variation in insecticide resistance to show that the   evolution of pesticide resistance in zooplankton can mitigate the   effects of insecticide-induced trophic cascades, and that this outcome   can have far-reaching community effects.",1668,NO,RO,,,
"Hilary S. Callahan, Katrina Del Fierro, Angelica E. Patterson, Hina Zafar",2008,Impacts of elevated nitrogen inputs on oak reproductive and seed ecology,GLOBAL CHANGE BIOLOGY,285-293,285-293,10.1111/j.1365-2486.2007.01483.x,"The effects of increased anthropogenic inputs of reactive nitrogen (N)   have been studied at the Harvard Forest Chronic N Experiment, where   NH4NO3 has been applied experimentally since 1988 to increase   atmospheric deposition rates similar to 6- and similar to 18-fold above   ambient. This paper asks whether conditions favorable to primary   production also resulted in plastic increases to flower, fruit, and   seedling traits, and focuses primarily on the oaks that dominate the   hardwood stands of the Harvard Forest experiment. Litterfall samples   collected between 1996 and 2001 revealed that flowers and fruits were   significantly more abundant in N-treated plots, and an analysis of oak   tree abundance found significant variation both among and within plots.   Acorn samples collected during 2003 and 2004 (a mast and a postmast   year) were therefore analyzed using ANCOVA models that included an   estimate of oak tree abundance. This tree abundance estimate was the   only significant driver of increased acorn production during the mast   year, and in both years it was a significant factor on plots receiving   the highest levels of N. In the postmast year, acorn production was   increased in direct response to N-related factors other than tree   abundance. Our comparisons of control and N-treated plots for acorn   quality traits (e.g. rates of acorn damage, germination percentage,   seedling growth) revealed negligible or only transient differences.   Shifts in overall acorn abundance - particularly disproportionate   N-mediated increases during nonmast years - could have a wide range of   ecological consequences beyond the more frequently examined impacts of N   deposition on primary production and carbon sequestration.",1669,NO,RO,,,
"K. A. G. Wycichuys, D. D. Burra, D. H. Tran, I. Graziosi, A. J. Walter, T. G. Nguyen, H. N. Trong, B. V. Le, T. T. N. Le, S. J. Fonte",2017,Soil fertility regulates invasive herbivore performance and top-down   control in tropical agroecosystems of Southeast Asia,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,38-49,38-49,10.1016/j.agee.2017.08.006,"In terrestrial ecosystems, changes in soil nutrient availability, plant   growth or natural enemies can generate important shifts in abundance of   organisms at various trophic levels. In agroecosystems the performance   of (invasive) herbivores and their impacts on crops is of particular   concern. Scientists are presently challenged with making reliable   inferences on invader success, natural enemy performance and efficacy of   biological control, particularly in tropical agroecosystems. In this   study, we assess how trophic regulatory forces (bottom-up vs. top down)   influence the success of three globally important pests of cassava. We   examine the mealybug species (Hemiptera: Pseudococcidae) of differing   host breadth and invasion history: Phenacoccus manihoti, Paracoccus   marginatus, and Pseudococcus jackbeardsleyi. Potted plant fertilizer   trials were combined with a regional survey in Vietnam, Laos and   Cambodia of 65 cassava fields of similar size and age, but with varying   soil fertility. Relative abundance of each mealybug invader was mapped   along a soil fertility gradient, and contrasted with site-specific   measures of parasitism. Potted plant trials revealed strong bottom-up   effects for P. manihoti, such that impacts of nitrogen and potassium   additions were propagated through to higher trophic levels and   substantially boost development and fitness of its specialist   parasitoid, Anctgyrus lopezi (Hymenoptera: Encyrtidae). Field surveys   indicate that mealybug performance is highly species-specific and   context-dependent. For example, field-level abundance of P.   jackbeardsleyi and P. marginatus, was related to measures of soil   fertility parameters, soil texture and plant disease incidence.   Furthermore, for P. manihoti, in-field abundance is equally associated   with soil texture (i.e., silt content). Principal component analysis   (PCA) and regression suggested that P. manihoti and P. marginatus are   disproportionately favored in low-fertility conditions, while P.   jackbeardsleyi prospers in settings with high organic carbon and   phosphorus. Parasitism of P. manihoti by A. lopezi varied greatly with   field and soil fertility conditions, and was highest in soils with   intermediate fertility levels and where management practices include the   addition of fertilizer supplements. Our characterization of the relative   performance of invasive mealybugs and strength of parasitism across   variable soil fertility conditions will help guide parasitoid release   programs and soil management practices that enhance mealybug biological   control.",1670,NO,RO,,,
"Elise Dion, Louis VanSchalkwyk, Eric F. Lambin",2011,The landscape epidemiology of foot-and-mouth disease in South Africa: A   spatially explicit multi-agent simulation,ECOLOGICAL MODELLING,2059-2072,2059-2072,10.1016/j.ecolmodel.2011.03.026,"This study aimed at understanding how landscape heterogeneity influences   outbreaks of contagious diseases in southern Africa. Landscape   attributes influence patterns of movement and behaviour of animal hosts,   virus spread and survival, as well as land use practices. A multi-agent   simulation was developed to represent the spatial and temporal dynamics   of pathogens between human-livestock and wildlife interfaces at the   fringe of large wildlife conservation areas. The model represents the   three main elements associated with epidemics - populations, space, and   time - to simulate direct contacts between wildlife and livestock. The   dynamics of these populations emerge from interactions between agents   and the landscape. The model was calibrated to represent the   transmission of foot-and-mouth disease through direct contact at the   border of the Kruger National Park in South Africa. In the region,   African buffaloes (Syncerus caffer) act as reservoirs of the virus and   spread the infection to domestic cattle bordering the park. We tested   the sensitivity of various factors influencing contact rate between   buffaloes and cattle, and thus the risk of foot-and-mouth disease   transmission. Results show that cattle-buffalo contacts mostly depend on   the range of displacements of cattle and buffaloes, as influenced by the   landscape configuration, and on the number of fence breakages multiplied   by the time between breakage and repair. Contacts take place not only   close to water-points but also in grazing areas, within an area up to 6   km from the fence. (C) 2011 Elsevier B.V. All rights reserved.",1671,NO,RO,,,
"Dana J. Gonzalez, Raul A. Gonzalez, Brett A. Froelich, James D. Oliver, Rachel T. Noble, Karen J. McGlathery",2014,Non-native macroalga may increase concentrations of Vibrio bacteria on   intertidal mudflats,MARINE ECOLOGY PROGRESS SERIES,29-36,29-36,10.3354/meps10771,"We investigated whether the proliferation of a non-native macroalga,   Gracilaria vermiculophylla, within the mid-Atlantic coast region, USA,   could be related to concentrations of Vibrio bacteria in water,   sediment, and oysters on intertidal mudflats where mats of the macroalga   are found. Vibrio spp. are naturally found in a range of aquatic   environments; in estuaries they are recognized as being biogeochemically   and ecologically important. While most species are harmless, some   pathogenic species (e. g. V. parahaemolyticus and V. vulnificus) can   cause symptoms of disease in humans that range from gastrointestinal and   wound infections to septicemia and death. Recent research efforts have   focused on potential reservoirs and environmental conditions that can   increase the incidence of human exposure to these species of bacteria.   Our data indicated that V. parahaemolyticus, and V. vulnificus were   commonly found on the macroalga in both summer and early fall. Summer   and fall seasonal samplings indicated that mudflats with mats of G.   vermiculophylla were associated with higher total Vibrio, V.   parahaemolyticus, and V. vulnificus concentrations of proximal water,   sediment, and oysters when compared with mudflats without macroalgal   coverage. In addition, of all isolates confirmed to be V. vulnificus,   regardless of source, 68\% were confirmed as a highly virulent genotype,   which indicated the presence of pathogenic forms of Vibrio across a   range of matrices within the estuarine environment.",1672,NO,RO,,,
"A. Cudowski, A. Pietryczuk, T. Hauschild",2015,Aquatic fungi in relation to the physical and chemical parameters of   water quality in the Augustow Canal,FUNGAL ECOLOGY,193-204,193-204,10.1016/j.funeco.2014.10.002,"The objective of this study was to determine the effects of physical and   chemical water quality parameters in the Augustow Canal on the abundance   and taxonomic diversity of aquatic fungi. The studies were conducted in   the hydrological year 2012 along the environmentally valuable area of   the Augustow Canal. The mean abundance of fungi was 2 160 +/- 1840 CFU   ml(-1). The lowest abundances were observed in the uppermost part of the   canal, and the highest abundances in the southern part. A total of 38   species were identified, including 13 potentially pathogenic fungi,   which predominated in the central region of the canal, called the   natural lake part. Redundancy analysis (RDA) indicated that variation in   water chemistry caused significant changes to fungal species diversity.   The results showed that fungal species diversity and abundance in the   canal were particularly dependent on the extent of water pollution, as   indicated by chloride and sulphate(VI) ions and electrolytic   conductivity. Other water quality parameters that influenced the   development of aquatic fungi were organic matter and algal biomass,   responsible for water eutrophication. We propose that mycoplankton be   considered a sensitive biological indicator of water quality. (C) 2014   Elsevier Ltd and The British Mycological Society. All rights reserved.",1673,NO,RO,,,
"A. C. Baudoux, M. J. W. Veldhuis, A. A. M. Noordeloos, G. van Noort, C. P. D. Brussaard",2008,Estimates of virus- vs. grazing induced mortality of picophytoplankton   in the North Sea during summer,AQUATIC MICROBIAL ECOLOGY,69-82,69-82,10.3354/ame01207,"Microzooplankton grazing and virally mediated mortality of the   eukaryotic (3 size classes) and prokaryotic (Synechococcus)   picophytoplankton was investigated across the North Sea during summer   2003. The fate of picophytoplankton differed among algal groups and   their area of occurrence. Highest viral lysis rates (0.16 to 0.23 d(-1))   were recorded for specific picoeukaryotic groups in the coastal region   and at a station at the deep chlorophyll a maximum (DCM). Viral lysis   was insignificant at the other stations, despite a considerable   percentage of dead algal cells (up to 38 \%), as determined by staining   with the live/dead dye SYTOX Green. Microzooplankton actively grazed on   picoeukaryotes (average per group 0.2 to 0.4 d(-1)), independent of the   region studied. Grazing on Synechococcus was restricted to the coastal   waters (0.7 d(-1)). Grazing by microzooplankton consumed 40 +/- 27 \%   (mean SD) of the carbon produced by picophytoplankton, constituting in   general the main loss factor. Viral lysis released 8 +/- 13\% of the   total picophytoplankton carbon production, and locally up to 32 \%.",1674,MAYBE,RO,yes,,
"Tomas A. Revilla, G. F. (Ciska) Veen, Maarten B. Eppinga, Franz J. Weissing",2013,Plant-soil feedbacks and the coexistence of competing plants,THEORETICAL ECOLOGY,99-113,99-113,10.1007/s12080-012-0163-3,"Plant-soil feedbacks can have important implications for the   interactions among plants. Understanding these effects is a major   challenge since it is inherently difficult to measure and manipulate   highly diverse soil communities. Mathematical models may advance this   understanding by making the interplay of the various processes affecting   plant-soil interaction explicit and by quantifying the relative   importance of the factors involved. The aim of this paper is to provide   a complete analysis of a pioneering plant-soil feedback model developed   by Bever and colleagues (J Ecol 85: 561-573, 1997; Ecol Lett 2: 52-62,   1999; New Phytol 157: 465-473, 2003) to fully understand the range of   possible impacts of plant-soil feedbacks on plant communities within   this framework. We analyze this model by means of a new graphical method   that provides a complete classification of the potential effects of soil   communities on plant competition. Due to the graphical character of the   method, the results are relatively easy to obtain and understand. We   show that plant diversity depends crucially on two key parameters that   may be viewed as measures of the intensity of plant competition and the   direction and strength of plant-soil feedback, respectively. Our   analysis provides a formal underpinning of earlier claims that   plant-soil feedbacks, especially when they are negative, may enhance the   diversity of plant communities. In particular, negative plant-soil   feedbacks can enhance the range of plant coexistence by inducing   competitive oscillations. However, these oscillations can also   destabilize plant coexistence, leading to low population densities and   extinctions. In addition, positive feedbacks can allow locally stable   forms of plant coexistence by inducing alternative stable states. Our   findings highlight that the inclusion of plant-soil interactions may   fundamentally alter the predictions on the structure and functioning of   above-ground ecosystems. The scenarios presented in this study can be   used to formulate hypotheses about the ways soil community effects may   influence plant competition that can be tested with empirical studies.   This will advance our understanding of the role of plant-soil feedback   in ecological communities.",1675,NO,RO,,,
Juergen Kreyling,2010,Winter climate change: a critical factor for temperate vegetation   performance,ECOLOGY,1939-1948,1939-1948,10.1890/09-1160.1,"Winter ecological processes are important drivers of vegetation and   ecosystem functioning in temperate ecosystems. There, winter conditions   are subject to rapid climate change. The potential loss of a   longer-lasting snow cover with implications to other plant-related   climate parameters and overwintering strategies make the temperate zone   particularly vulnerable to winter climate change. A formalized   literature search in the ISI Web of Science shows that plant related   research on the effects of winter climate change is generally   underrepresented. Temperate regions in particular are rarely studied in   this respect, although the few existing studies imply strong effects of   winter climate change on species ranges, species compositions,   phenology, or frost injury. The generally positive effect of warming on   plant survival and production may be counteracted by effects such as an   increased frost injury of roots and shoots, an increased insect pest   risk, or a disrupted synchrony between plants and pollinators. Based on   the literature study, gaps in current knowledge are discussed.   Understanding the relative effects of interacting climate parameters, as   well as a stronger consideration of short-term events and variability of   climatic conditions is urgent. With respect to plant response, it would   be particularly worthwhile to account for hidden players such as   pathogens, pollinators, herbivores, or fungal partners in   mycorrhization.",1676,NO,RO,,,
