AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Yunbiao Wang, Jie Qiao, Chunguang He, Zhongqiang Wang, Wenbo Luo, Lianxi Sheng",2015,Towards multi-level biomonitoring of nematodes to assess risk of   nitrogen and phosphorus pollution in Jinchuan Wetland of Northeast China,ECOTOXICOLOGY,2190-2199,2190-2199,10.1007/s10646-015-1550-5,"Cultivation for agricultural production often poses threats to nearby   wetlands ecosystems in fertile landscapes. In this study, nematode   ecological indexes were assessed through the main soil properties of the   wetlands, farmlands, and edges of wetlands and farmlands in Jinchuan   Wetland by the random sampling. Behavior and reproduction in   Caenorhabditis elegans (C. elegans) exposed to the sampled waters were   also examined. Stress proteins Hsp70 and Hsp90 were measured both in the   living field samples of C. elegans and the lab-tested C. elegans. Our   results suggested that disturbance to wetland ecosystems by nitrogen and   phosphorus reduced nematode richness and proportions of bacterivore   nematodes. Bacterivore nematode diversity and plant-parasitic ecological   index were proven to be sensitive indicators of the ecological health of   wetlands. Nematode Hsp70 were useful biosensors to monitor and assess   the levels of nitrogen and phosphorus pollutions in wetlands.   Furthermore, multi-level soil faunal assessments by canonical   correspondence analysis showed that Jinchuan Wetland is threatened with   non-point source pollution from nearby farmlands.",1966,NO,CS,,,
"Adam G. Dale, Steven D. Frank",2014,Urban warming trumps natural enemy regulation of herbivorous pests,ECOLOGICAL APPLICATIONS,1596-1607,1596-1607,10.1890/13-1961.1,"Trees provide ecosystem services that counter negative effects of urban   habitats on human and environmental health. Unfortunately, herbivorous   arthropod pests are often more abundant on urban than rural trees,   reducing tree growth, survival, and ecosystem services. Previous   research where vegetation complexity was reduced has attributed elevated   urban pest abundance to decreased regulation by natural enemies.   However, reducing vegetation complexity, particularly the density of   overstory trees, also makes cities hotter than natural habitats. We ask   how urban habitat characteristics influence an abiotic factor,   temperature, and a biotic factor, natural enemy abundance, in regulating   the abundance of an urban forest pest, the gloomy scale, (Melanaspis   tenebricosa). We used a map of surface temperature to select red maple   trees (Acer rubrum) at warmer and cooler sites in Raleigh, North   Carolina, USA. We quantified habitat complexity by measuring impervious   surface cover, local vegetation structural complexity, and landscape   scale vegetation cover around each tree. Using path analysis, we   determined that impervious surface (the most important habitat variable)   increased scale insect abundance by increasing tree canopy temperature,   rather than by reducing natural enemy abundance or percent parasitism.   As a mechanism for this response, we found that increasing temperature   significantly increases scale insect fecundity and contributes to   greater population increase. Specifically, adult female M. tenebricosa   egg sets increased by approximately 14 eggs for every 1 degrees C   increase in temperature. Climate change models predict that the global   climate will increase by 2-3 degrees C in the next 50-100 years, which   we found would increase scale insect abundance by three orders of   magnitude. This result supports predictions that urban and natural   forests will face greater herbivory in the future, and suggests that a   primary cause could be direct, positive effects of wauning on herbivore   fitness rather than altered trophic interactions.",1967,MAYBE,CS,no,data on PP but not on ecosystem processes affected by PP,effects on host abundance but not biomass
"Maximiliano A. Sepulveda, Randall S. Singer, Eduardo A. Silva-Rodriguez, Antonieta Eguren, Paulina Stowhas, Katherine Pelican",2014,Invasive American Mink: Linking Pathogen Risk Between Domestic and   Endangered Carnivores,ECOHEALTH,409-419,409-419,10.1007/s10393-014-0917-z,"Infectious diseases, in particular canine distemper virus (CDV), are an   important threat to the viability of wild carnivore populations. CDV is   thought to be transmitted by direct contact between individuals;   therefore, the study of species interactions plays a pivotal role in   understanding CDV transmission dynamics. However, CDV often appears to   move between populations that are ecologically isolated, possibly   through bridge hosts that interact with both species. This study   investigated how an introduced species could alter multihost   interactions and act as a bridge host in a novel carnivore assemblage of   domestic dogs (Canis familiaris), invasive American mink (Neovison   vison), and threatened river otters (Lontra provocax) in southern Chile.   We found that rural dogs interact with mink near farms whereas in   riparian habitats, minks and river otters shared the same latrines with   both species visiting sites frequently within time intervals well within   CDV environmental persistence. No interactions were observed between   dogs and otters at either location. Both dog and mink populations were   serologically positive for CDV, making the pathogen transfer risk to   otters a conservation concern. Altogether, introduced mink in this   ecosystem have the potential to act as bridge hosts between domestic   dogs and endangered carnivores.",1968,NO,CS,,,
"Gail S. Robertson, David Newborn, Michael Richardson, David Baines-",2017,Does rotational heather burning increase red grouse abundance and   breeding success on moors in northern England?,WILDLIFE BIOLOGY,NA,NA,10.2981/wlb.00227,"Rotational burning of moorland vegetation is considered by grouse moor   managers to create structurally diverse habitat that helps maximise red   grouse Lagopus lagopus scotica (Lath.) abundance for shooting by   increasing breeding success and adult survival. However, there is   growing concern that increasing levels of burning, particularly on deep   peat, are impacting upon upland ecosystems. We used linear mixed models   to examine the influence of burning on heather Calluna vulgaris (L.)   height and structure, and on grouse density and breeding success, at 36   moors in northern England which practiced driven grouse shooting and   employed full-time gamekeepers to burn heather, but also to control   generalist predators of grouse and their parasitic nematode worms.   Variation in heather height was positively associated with burning   extent on moors and the relationship between heather height and burning   was similar on moors of deep (blanket bog) and shallow peat (heath).   Grouse pre-breeding density was not related to burning extent, but   breeding success and post-breeding density were positively associated   with extent of burning on moors. Relationships between grouse and   burning were similar on heath and blanket bog. Higher grouse breeding   success and post-breeding density were likely to be associated with a   more varied vegetation structure following burning. Rotational burning   is associated with higher grouse breeding success and post-breeding   densities beneficial for driven grouse shooting. Thus a conflict may   exist between rotational burning to benefit grouse and potential impacts   of burning on ecosystem services such as carbon storage and flood   protection. Potential benefits of burning for increasing grouse breeding   success and post-breeding density need to be considered carefully   against any likely impacts on ecosystem services, particularly in areas   of blanket peat.",1969,NO,CS,,,
"Jingying Jing, T. Martijn Bezemer, Wim H. van der Putten",2015,Complementarity and selection effects in early and mid-successional   plant communities are differentially affected by plant-soil feedback,JOURNAL OF ECOLOGY,641-647,641-647,10.1111/1365-2745.12388,"Many studies that provided evidence for a positive relationship between   plant diversity and productivity have proposed that this effect may be   explained by complementarity among species in resources utilization, or   selection of particularly productive species in high-diversity plant   communities. Recent studies have related the higher productivity in   diverse plant communities to suppression of pathogenic soil biota. If   soil biota plays a role in diversity-productivity relationships, the   question remains about how they may influence complementarity and   selection effects. Here we examine how complementarity and selection   effects may depend on soil biota using a plant-soil feedback approach.   We used monocultures and mixtures of early successional plant species,   which are known to have mostly negative plant-soil feedback effects, and   mid-successional plant species, which generally have neutral plant-soil   feedback. We found that plant-soil feedback effects differed between   monocultures and mixed plant communities, as well as between early and   mid-successional plants. This resulted in a significant interaction   effect between diversity and successional stage. In monocultures,   plant-soil feedback tended to be negative for early and positive for   mid-successional plant species. Interestingly, the community feedback   responses of the mixed communities were opposite, being positive for   early and negative for mid-successional community. Plant-soil feedback   differentially affected complementarity and selection effects of early   and mid-successional plant communities: it enhanced complementarity   effects of early and decreased selection effects of mid-successional   species.Synthesis. Soil biota that drive plant-soil feedback effects can   influence the diversity-productivity relationship not only through   decreased biomass production in monocultures compared to mixtures, but   also through influencing complementarity and selection effects among   species in mixed plant communities. Our results reveal that   biodiversity-productivity relationships depend on plant-soil feedback   interactions, which depend on the successional position of the plant. We   propose that including successional position and trait-based analyses of   plant-soil feedback in diversity-functioning studies will enhance   understanding consequences of biodiversity loss for productivity and   other ecosystem processes.",1970,NO,CS,,,
"Kayla C. King, J. Daniel Mclaughlin, Monique Boily, David J. Marcogliese",2010,Effects of agricultural landscape and pesticides on parasitism in native   bullfrogs,BIOLOGICAL CONSERVATION,302-310,302-310,10.1016/j.biocon.2009.10.011,"Native amphibian populations are shrinking worldwide, and both parasitic   infections and environmental stress from agriculture have been   implicated. We investigated the principal hypothesis that environmental   by-products of agricultural activity mediate parasitism in native frogs.   Bullfrogs were collected from wetlands with variable landscape   disturbance and water quality and examined for helminth parasites. We   predicted that pesticide pollution and landscape development would be   significant factors shaping the parasite communities and populations.   Parasite diversity and species richness were lower in wetlands impacted   by both pesticides and land use. Two parasite groups, direct life-cycle   nematodes and echinostomes, were common in polluted habitats,   potentially increasing frog pathology and mortality risk. In areas with   agricultural landscape and reduced forest cover, parasite diversity and   species richness were low, perhaps because of less parasite transmission   from birds and mammals. This result suggests that land development   limits terrestrial vertebrate access to wetlands. Our results indicate   that parasite abundance and community structure in wetlands are   influenced by factors operating locally within the wetland and more   broadly in the surrounding landscape. We suggest that parasite   communities in amphibians are effective indicators of ecosystem health   and animal biodiversity, and thus useful tools for conservation biology.   Crown Copyright (C) 2009 Published by Elsevier Ltd. All rights reserved.",1971,NO,CS,,,
"Kiran Tota-Maharaj, Parneet Paul",2015,Sustainable Approaches for Stormwater Quality Improvements with   Experimental Geothermal Paving Systems,SUSTAINABILITY,1388-1410,1388-1410,10.3390/su7021388,"This research assesses the next generation of permeable pavement systems   (PPS) incorporating ground source heat pumps (geothermal paving   systems). Twelve experimental pilot-scaled pavement systems were   assessed for its stormwater treatability in Edinburgh, UK. The   relatively high variability of temperatures during the heating and   cooling cycle of a ground source heat pump system embedded into the   pavement structure did not allow the ecological risk of pathogenic   microbial expansion and survival. Carbon dioxide monitoring indicated   relatively high microbial activity on a geotextile layer and within the   pavement structure. Anaerobic degradation processes were concentrated   around the geotextile zone, where carbon dioxide concentrations reached   up to 2000 ppm. The overall water treatment potential was high with up   to 99\% biochemical oxygen demand removal. The pervious pavement systems   reduced the ecological risk of stormwater discharges and provided a low   risk of pathogen growth.",1972,NO,CS,,,
"Ellen Decaestecker, Dino Verreydt, Luc De Meester, Steven A. J. Declerck",2015,Parasite and nutrient enrichment effects on Daphnia interspecific   competition,ECOLOGY,1421-1430,1421-1430,10.1890/14-1167.1,"Increased productivity due to nutrient enrichment is hypothesized to   affect density-dependent processes, such as transmission success of   horizontally transmitting parasites. Changes in nutrient availability   can also modify the stoichiometry and condition of individual hosts,   which may affect their susceptibility for parasites as well as the   growth conditions for parasites within the host. Consequently, if not   balanced by increased host immuno-competence or life history responses,   changes in the magnitude of parasite effects with increasing nutrient   availability are expected. If these parasite effects are host-species   specific, this may lead to shifts in the host community structure. We   here used the Daphnia-parasite model system to study the effect of   nutrient enrichment on parasite-mediated competition in experimental   mesocosms. In the absence of parasites, D. magna was competitively   dominant to D. pulex at both low and high nutrient levels. Introduction   of parasites resulted in infections of D. magna, but not of D. pulex   and, as such, reversed the competitive hierarchy between these two   species. Nutrient addition resulted in an increased prevalence and   infection intensity of some of the parasites on D. magna. However, there   was no evidence that high nutrient levels enhanced negative effects of   parasites on the hosts. Costs associated with parasite infections may   have been compensated by better growth conditions for D. magna in the   presence of high nutrient levels.",1973,MAYBE,CS,no,data on PP but not on ecosystem processes affected by PP,
"K. Cazelles, W. Otten, P. C. Baveye, R. E. Falconer",2013,"Soil fungal dynamics: Parameterisation and sensitivity analysis of   modelled physiological processes, soil architecture and carbon   distribution",ECOLOGICAL MODELLING,165-173,165-173,10.1016/j.ecolmodel.2012.08.008,"The role of fungi in soil ecosystem sustainability is poorly understood,   as is the extent to which it is affected by the microscale heterogeneity   of soils with respect to structure, chemistry and biology. This is due   to the complexity of soil ecosystems, presenting significant challenges   to their study in situ. Many theoretical and simulation models have been   developed to link nutrient levels to colony dynamics. Unfortunately,   there is currently no model that can take both structural and   nutritional microscale heterogeneity into account, and is parameterised   for the soil environment. In this context, the objective of this article   is to develop such a 3D spatially explicit model of fungal dynamics, and   to calibrate it for a soil system using data from the literature. A   sensitivity analysis is carried out to better understand the   uncertainties in the input parameters and their effect on colony   dynamics in terms of biomass yield and respiration rates. The results   highlight simulation outcomes that are most suited to validation by   experimentation. The results also indicate that predictions in biomass   yield are sensitive to uncertainties in model parameters relative to the   soil fungal complex that at this point are insufficiently understood   experimentally and still have to be estimated by model fitting. The   latter parameters, which influence biomass yield and respiration, are   associated with biomass recycling processes such as adsorption   (,alpha(ni)) desorption (beta(ni), beta(i)) insulation (zeta(ni)) and   biomass yield efficiency (epsilon(1)), and translocation (D-v). The   model now opens up great opportunities for hypothesis-driven research,   combining theoretical models and novel types of experimentation,   especially given the recently acquired ability to generate artificial,   replicable soil-like microcosms on which to test model predictions. (C)   2012 Elsevier B.V. All rights reserved.",1974,NO,CS,,,
"Zoe L. Grange, Brett D. Gartrell, Patrick J. Biggs, Nicola J. Nelson, Marti Anderson, Nigel P. French",2016,Microbial Genomics of a Host-Associated Commensal Bacterium in   Fragmented Populations of Endangered Takahe,MICROBIAL ECOLOGY,1020-1029,1020-1029,10.1007/s00248-015-0721-5,"Isolation of wildlife into fragmented populations as a consequence of   anthropogenic-mediated environmental change may alter host-pathogen   relationships. Our understanding of some of the epidemiological features   of infectious disease in vulnerable populations can be enhanced by the   use of commensal bacteria as a proxy for invasive pathogens in natural   ecosystems. The distinctive population structure of a well-described   meta-population of a New Zealand endangered flightless bird, the takahe   (Porphyrio hochstetteri), provided a unique opportunity to investigate   the influence of host isolation on enteric microbial diversity. The   genomic epidemiology of a prevalent rail-associated endemic commensal   bacterium was explored using core genome and ribosomal multilocus   sequence typing (rMLST) of 70 Campylobacter sp. nova 1 isolated from one   third of the takahe population resident in multiple locations. While   there was evidence of recombination between lineages, bacterial   divergence appears to have occurred and multivariate analysis of 52   rMLST genes revealed location-associated differentiation of C. sp. nova   1 sequence types. Our results indicate that fragmentation and   anthropogenic manipulation of populations can influence host-microbial   relationships, with potential implications for niche adaptation and the   evolution of micro-organisms in remote environments. This study provides   a novel framework in which to explore the complex genomic epidemiology   of micro-organisms in wildlife populations.",1975,NO,CS,,,
"Matthias Vignon, Pierre Sasal",2010,Fish introduction and parasites in marine ecosystems: a need for   information,ENVIRONMENTAL BIOLOGY OF FISHES,1-8,1-8,10.1007/s10641-009-9553-9,"Invasive species provide unique and useful systems by which to examine   various ecological and evolutionary issues, both in terms of the effects   on native environments and the subsequent evolutionary impacts. While   biological invasions are an increasing agent of change in aquatic   systems, alien species also act as vectors for new parasites and   diseases. To date, colonizations by hosts and parasites have not been   treated and reviewed together, although both are usually interwoven in   various ways and may have unpredictable negative consequences. Fish are   widely introduced worldwide and are convenient organisms to study   parasites and diseases. We report a global overview of fish invasions   with associated parasitological data. Data available on marine and   freshwater are in sharp contrast. While parasites and diseases of inland   freshwater fish, ornamental, reared and anadromous fish species are well   documented, leading to the emergence of several evolutionary hypotheses   in freshwater ecosystems during the last decade, the transfer of such   organisms are virtually unexplored in marine ecosystems. The paucity of   information available on the parasites of introduced marine fish   reflects the paucity of information currently available on parasites of   non-indigenous species in marine ecosystems. However, such information   is crucial as it can allow estimations of the extent to which freshwater   epidemiology/evolution can be directly transferred to marine systems,   providing guidelines for adapting freshwater control to the marine   environment.",1976,NO,CS,,,
"Thomas R. Turner, Karunakaran Ramakrishnan, John Walshaw, Darren Heavens, Mark Alston, David Swarbreck, Anne Osbourn, Alastair Grant, Philip S. Poole",2013,Comparative metatranscriptomics reveals kingdom level changes in the   rhizosphere microbiome of plants,ISME JOURNAL,2248-2258,2248-2258,10.1038/ismej.2013.119,"Plant-microbe interactions in the rhizosphere have important roles in   biogeochemical cycling, and maintenance of plant health and   productivity, yet remain poorly understood. Using RNA-based   metatranscriptomics, the global active microbiomes were analysed in soil   and rhizospheres of wheat, oat, pea and an oat mutant (sad1) deficient   in production of anti-fungal avenacins. Rhizosphere microbiomes differed   from bulk soil and between plant species. Pea (a legume) had a much   stronger effect on the rhizosphere than wheat and oat (cereals),   resulting in a dramatically different rhizosphere community. The   relative abundance of eukaryotes in the oat and pea rhizospheres was   more than fivefold higher than in the wheat rhizosphere or bulk soil.   Nematodes and bacterivorous protozoa were enriched in all rhizospheres,   whereas the pea rhizosphere was highly enriched for fungi. Metabolic   capabilities for rhizosphere colonisation were selected, including   cellulose degradation (cereals), H-2 oxidation (pea) and methylotrophy   (all plants). Avenacins had little effect on the prokaryotic community   of oat, but the eukaryotic community was strongly altered in the sad1   mutant, suggesting that avenacins have a broader role than protecting   from fungal pathogens. Profiling microbial communities with   metatranscriptomics allows comparison of relative abundance, from   multiple samples, across all domains of life, without polymerase chain   reaction bias. This revealed profound differences in the rhizosphere   microbiome, particularly at the kingdom level between plants.",1977,NO,CS,,,
"Thomas G. Jephcott, Catharina Alves-De-Souza, Frank H. Gleason, Floris F. Van Ogtrop, Telesphore Sime-Ngando, Sergey A. Karpov, Laure Guillou",2016,"Ecological impacts of parasitic chytrids, syndiniales and perkinsids on   populations of marine photosynthetic dinoflagellates",FUNGAL ECOLOGY,47-58,47-58,10.1016/j.funeco.2015.03.007,"Parasitism is a widespread interaction that plays significant roles in   ecosystem balance and evolution. Historically the biology of zoosporic   parasites is often a neglected field when studying aquatic ecological   dynamics, especially in marine ecosystems. In the marine environment,   dinoflagellates represent a significantly large component of primary   production, and may be infected by a variety of fungal and fungus-like   parasites including chytrids, syndiniales, and perkinsids as well as   other microorganisms. The relationship between these organisms and their   dinoflagellate hosts constitutes a highly significant pathosystem given   the increasing importance of aquaculture. Because of their small size   and lack of morphological characteristics these organisms are difficult   to identify. This review compares the taxonomy, life cycle, host range,   infection strategies, and ecological roles of species of Parvilucifera,   Amoebophrya and Dinomyces which are parasites of dinoflagellates. Most   of these species have only been described recently. Implications for   environmental management are discussed. (C) 2015 Elsevier Ltd and The   British Mycological Society. All rights reserved.",1978,NO,CS,no,,
"Daniel Schlatter, Alfred Fubuh, Kun Xiao, Dan Hernandez, Sarah Hobbie, Linda Kinkel",2009,Resource Amendments Influence Density and Competitive Phenotypes of   Streptomyces in Soil,MICROBIAL ECOLOGY,413-420,413-420,10.1007/s00248-008-9433-4,"Carbon from plant rhizospheres is a source of energy for soil microbial   communities in native habitats. Soil amendments have been used as a   means for deliberately altering soil community composition in   agricultural soils to enhance plant health. However, little information   is available in agricultural or natural soils on how specific carbon   compounds or quantities influence soil microbial communities.   Streptomyces are important soil saprophytes noted for their ability to   produce antibiotics and influence plant health. To explore how specific   types and amounts of carbon compounds influence Streptomyces in soil,   glucose, cellulose, and lignin were added alone and in combination with   six other carbon substrates of varying complexity to mesocosms of native   prairie soil for 9 months at amounts equivalent to natural inputs from   plants. Estimated culturable population densities, antibiotic inhibitory   phenotypes, and resource utilization profiles were examined for   Streptomyces communities from each treatment. The type and quantity of   carbon compounds influenced densities, proportions, antibiotic   phenotypes, and substrate utilization profiles of Streptomyces.   Cellulose and lignin inputs produced the largest Streptomyces densities.   Also, Streptomyces communities receiving high-resource inputs were more   inhibitory whereas those receiving low-resource inputs used substrates   more efficiently. Knowledge of how the availability and quantity of   particular carbon compounds influences Streptomyces communities and   their function, specifically resource use and inhibitory phenotypes, may   be helpful in understanding the roles of resource availability in   Streptomyces community dynamics and the potential of Streptomyces to   suppress pathogens and enhance plant fitness in native and agricultural   soils.",1979,NO,CS,,,
"Deming Jiang, Qi Li, Fangming Liu, Yong Jiang, Wenju Liang",2007,"Vertical distribution of soil nematodes in an age sequence of Caragana   microphylla plantations in the Horqin Sandy Land, Northeast China",ECOLOGICAL RESEARCH,49-56,49-56,10.1007/s11284-006-0187-5,"The vertical distribution of soil nematodes down to a depth of 50 cm was   studied in an age sequence of 0-, 5-, 10-, and 22-year-old Caragana   microphylla plantations (treatments) in the Horqin Sandy Land, Northeast   China. The abundances and generic compositions of nematode fauna in five   soil layers (0-10, 10-20, 20-30, 30-40, and 40-50 cm) were analyzed. 42   genera were observed in the nematode suspensions, and Acrobeles was the   dominant genus in all treatments. The results showed that the total   number of nematodes and the generic diversity in an age sequence of C.   microphylla plantations decreased with increasing soil depth.   Significant differences in the numbers of total nematodes, bacterivores   (BF), plant parasites (PP), and omnivores-predators (OP) were observed   between treatments and depths. BF was the most abundant trophic group in   our study, followed by OP. The numbers of OP showed an obviously   increasing trend with increasing age of C. microphylla plantation. The   vertical distribution of the soil nematode communities was related to   gradual changes in soil chemical properties, and it indicated that C.   microphylla plantations have played positive roles in improving soil   environmental conditions and restoring desertified ecosystems in the   Horqin Sandy Land. The ecological indices selected were influenced by   plantation chronosequence but not by soil depth.",1980,MAYBE,CS,no,data on PP but not on ecosystem processes affected by PP,
"Anna L. Jacobsen, Francois Roets, Shayne M. Jacobs, Karen J. Esler, R. Brandon Pratt",2012,Dieback and mortality of South African fynbos shrubs is likely driven by   a novel pathogen and pathogen-induced hydraulic failure,AUSTRAL ECOLOGY,227-235,227-235,10.1111/j.1442-9993.2011.02268.x,"We examined whether extensive dry season dieback and mortality in a   South African fynbos community were due to drought or pathogen attack.   Plant dieback and mortality have been reported elsewhere in similar   plant communities suggesting potential for a widespread climatic or   biotic threat to this community. We collected tissue samples from Brunia   noduliflora, the dominant plant in the community, and cultured them for   potential plant pathogens. We also measured dry season predawn and   midday water potentials of healthy and stressed plants and constructed   pressure-volume curves to assess turgor loss point. Plant stress and   mortality were monitored over a 2-year study period. Both healthy plants   and plants that displayed moderate signs of stress had dry season   predawn water potentials well above their turgor loss point suggesting   plants were not water stressed. However, plants displaying >60\% crown   dieback had much lower water potentials (as low as -12 MPa). A   previously undescribed fungus (Pythium sp.) was isolated from the root   vascular tissue of all stressed plants and was not present in healthy   plants. The proximate cause of plant stress was likely pathogen-induced,   while the ultimate cause of plant death appears to be extreme water   stress. The present study suggests that Brunia (Bruniceae), Leucadendron   (Proteaceae) and Erica (Ericaceae), all emblematic and dominant genera   within the diverse fynbos community, may be susceptible to Pythium   infection. This may pose a serious threat to communities already   threatened by climate change.",1981,MAYBE,CS,no,data on PP but not on ecosystem processes affected by PP,"% individuals dead of all individuals; % with dieback, water potential w/o exchange"
"Wei-Yu Chen, Chia-Jung Lin, Yun-Ru Ju, Jeng-Wei Tsai, Chung-Min Liao",2012,Coupled dynamics of energy budget and population growth of tilapia in   response to pulsed waterborne copper,ECOTOXICOLOGY,2264-2275,2264-2275,10.1007/s10646-012-0983-3,"The impact of environmentally pulsed metal exposure on population   dynamics of aquatic organisms remains poorly understood and highly   unpredictable. The purpose of our study was to link a dynamic energy   budget model to a toxicokinetic/toxicodynamic (TK/TD). We used the model   to investigate tilapia population dynamics in response to pulsed   waterborne copper (Cu) assessed with available empirical data. We   mechanistically linked the acute and chronic bioassays of pulsed   waterborne Cu at the scale of individuals to tilapia populations to   capture the interaction between environment and population growth and   reproduction. A three-stage matrix population model of   larva-juvenile-adult was used to project offspring production through   two generations. The estimated median population growth rate (lambda)   decreased from 1.0419 to 0.9991 under pulsed Cu activities ranging from   1.6 to 2.0 mu g L-1. Our results revealed that the influence on lambda   was predominately due to changes in the adult survival and larval   survival and growth functions. We found that pulsed timing has potential   impacts on physiological responses and population abundance. Our study   indicated that increasing time intervals between first and second pulses   decreased mortality and growth inhibition of tilapia populations,   indicating that during long pulsed intervals tilapia may have enough   time to recover. Our study concluded that the bioenergetics-based matrix   population methodology could be employed in a life-cycle toxicity   assessment framework to explore the effect of stage-specific   mode-of-actions in population response to pulsed contaminants.",1982,NO,CS,,,
"Patricia Mateo-Tomas, Pedro P. Olea, Marcos Moleon, Nuria Selva, Jose A. Sanchez-Zapata",2017,Both rare and common species support ecosystem services in scavenger   communities,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1459-1470,1459-1470,10.1111/geb.12673,"Aim: Recent works on biodiversity-ecosystem functioning (BEF)   relationships highlight abundance fluctuations of common species as more   important for delivering ecosystem services than changes in species   richness and composition in real-world ecosystems. However, evidence on   BEF relationships in natural ecosystems is still limited, especially for   large vertebrates. Here, we aimed to disentangle the relative roles of   species richness, composition and abundance of vertebrate scavenger   communities in the ecological process of carcass elimination, a pivotal   ecosystem service, in natural ecosystems. We evaluated the variability   in the scavenging function across ecosystems, and examined the factors   explaining it.   Location: Nine natural ecosystems, seven in Europe and two in Africa.   Major taxa studied: Vertebrates.   Time period: 2006-2013.   Methods: We obtained BEF relationships from vertebrate scavengers   consuming ungulate carcasses monitored through motion-triggered remote   cameras. We used the Price equation to tease out the relative roles of   species richness, composition and abundance in the scavenging efficiency   of vertebrates.   Results: We recorded 46 vertebrate scavenging species, 30 in Spain and   16 in South Africa. Two main patterns drove BEF relationships. Species   richness and composition drove carcass consumption in ecosystems where   functionally dominant scavengers were rare, whilst context dependent   effects (including species abundance) did so where functionally dominant   species were common. Contrastingly to previous studies, abundance   fluctuations in vertebrate scavengers were not exclusively related to   common species but to the specialization of obligate scavengers (i.e.,   Gyps vultures) to rapidly gather at carcasses and to the top-down   control exerted by large predators.   Main conclusions: Rare and threatened species such as vultures and top   predators become functionally key species in scavenging processes,   highlighting that the delivery of ecosystem services still stands as a   general argument for biodiversity conservation in vertebrate   communities. Human persecution of vultures and top predators worldwide   is expected to alter ecosystem functioning and services such as nutrient   recycling or disease control.",1983,NO,CS,,,
"Randall J. Bernot, Gary A. Lamberti",2008,"Indirect effects of a parasite on a benthic community: an experiment   with trematodes, snails and periphyton",FRESHWATER BIOLOGY,322-329,322-329,10.1111/j.1365-2427.2007.01896.x,"1. Few studies have directly addressed the role played by parasites in   the structure and function of ecosystems. Parasites influence the   behaviour, reproduction and overall fitness of their hosts, but have   been usually overlooked in community and ecosystem-level studies. We   investigated the effects of trematode parasites on snail-periphyton   interactions.   2. Physa acuta (Gastropoda: Pulmonata) snails infected with the   trematode Posthodiplostomum minimum (often > 30\% of within-shell   biomass) grazed more rapidly than uninfected snails. Trematode effects   on snail grazing indirectly affected the standing stock and community   structure of periphyton. Populations of snails with 50\% infected   individuals reduced algal biomass by 20\% more than populations with   lesser (10\% or 0\%) infection rates.   3. The alga Cladophora glomerata dominated periphyton communities grazed   by snail populations with 50\% infection rates, whereas diatoms and   blue-green algal taxa dominated when grazed by snail populations with   lower infection rates.   4. Thus, trematodes indirectly affected periphyton communities by   altering host snail behaviour, a trait-mediated indirect effect. These   results indicate that trematodes can indirectly influence benthic   community structure beyond simple population fitness, with possible   related effects on ecosystem function.",1984,YES,CS,yes,,
"Susanne H. Sokolow, Patrick Foley, Janet E. Foley, Alan Hastings, Laurie L. Richardson",2009,Editor's choice: Disease dynamics in marine metapopulations: modelling   infectious diseases on coral reefs,JOURNAL OF APPLIED ECOLOGY,621-631,621-631,10.1111/j.1365-2664.2009.01649.x,"Coral reefs are experiencing devastating mortality due, in part, to   emerging disease. Despite this growing problem, the long-term   consequences of infectious disease in marine ecosystems remain poorly   understood, and the application of epidemiological models to marine   disease systems represents a research priority for managing resources in   the world's oceans.   Metapopulation models may provide a framework for modelling coral   population dynamics at the regional scale, and we use this approach to   investigate the effects of infectious disease. The model presented here   incorporates a susceptible-infected or `S-I' disease into a system of   patchily distributed, dynamic coral hosts, and highlights some basic   differences that set many marine disease systems apart from their   terrestrial counterparts.   The model predicts several possible long-term outcomes of disease   introduction, and suggests that the consequences of disease may vary   considerably among different pathogens and regions. Due to the long   time-scales for coral dynamics, epizootics are expected to be prolonged   with recovery slow at the regional scale.   Our model results show how infectious disease can substantially alter   host metapopulation dynamics, with some non-linear relationships which   are likely to affect the response of these systems to management and   environmental change. For example, higher rates of coral colonization   can have variable consequences for host population occupancy (i.e. coral   cover) when infectious disease is considered, and chronic diseases with   long-lived pathogens pose the highest risks for regional coral   extinction.   Synthesis and applications. We present a tractable epidemiological model   within a metapopulation framework and compare the model output with   empirical data for a white plague type II (WPII) outbreak among coral of   the upper Florida Keys. We conclude that this model fits well with the   spatial and temporal patterns of WPII over a decade. Despite   terrestrial-marine differences, many patterns derived from our model are   consistent with epidemiological principles. Thus, the careful   application of these principles within the context of marine management   may be a promising research frontier. Although we focus on coral   disease, the methods and results may apply to other marine   metapopulations.",1985,NO,CS,,,
